25 193
29 24 64
35 5 85
12 6 72
0 26 93
15 13 67
11 32 94
19 44 90
22 38 99
31 49 87
5 39 66
4 27 10
27 45 31
13 3 52
27 28 68
13 25 28
40 17 71
44 31 9
32 38 69
25 24 46
0 46 37
1 37 7
6 7 40
29 3 2
24 43 25
2 34 86
40 42 95
9 32 70
39 24 61
9 43 41
16 15 78
8 38 99
10 14 26
47 1 64
10 27 60
32 3 72
33 2 44
15 23 68
46 10 50
2 23 73
23 17 87
17 3 50
32 24 60
23 16 56
19 20 26
24 40 41
22 9 50
36 24 69
10 32 15
34 16 47
36 1 97
45 9 79
13 22 63
19 34 0
23 17 92
34 48 57
8 19 33
4 8 85
11 9 25
31 21 92
13 28 90
25 18 26
39 36 5
26 2 46
17 30 15
13 0 28
8 36 32
30 35 39
37 8 75
44 49 98
0 41 35
14 2 64
49 41 35
11 31 79
45 37 24
9 40 92
49 30 77
22 10 25
2 41 21
30 3 61
24 13 22
38 41 77
30 16 29
10 34 77
6 0 89
31 34 95
21 49 95
23 40 27
24 32 10
10 38 7
35 12 30
30 14 0
24 48 80
18 29 41
47 13 57
15 43 44
37 28 16
7 15 67
4 1 90
45 4 14
47 40 24
20 29 8
46 36 95
26 41 72
28 41 60
4 18 55
23 27 38
11 37 71
25 44 20
44 37 63
20 14 32
10 4 10
6 32 73
9 10 13
31 46 18
35 28 10
1 32 56
22 40 80
41 23 2
23 14 78
44 49 20
2 9 86
31 43 32
43 41 4
47 0 8
7 39 39
28 33 66
19 23 72
37 39 40
32 25 20
0 42 31
35 1 26
12 41 73
32 29 35
7 15 50
11 26 54
2 20 20
25 36 54
44 43 9
17 16 93
1 14 13
24 25 85
47 37 49
42 6 48
11 5 14
8 32 17
19 3 12
42 33 34
11 7 46
16 40 35
13 9 59
29 6 11
3 18 36
6 45 77
27 1 79
19 11 15
45 8 90
34 29 43
26 10 49
3 7 34
8 42 48
6 2 48
39 46 99
37 43 65
44 14 28
14 32 12
15 20 74
3 0 71
20 12 20
34 44 29
37 4 13
6 41 38
5 11 83
40 21 93
12 2 20
24 17 12
19 45 41
30 3 38
7 47 70
39 7 2
1 43 3
15 13 70
22 35 20
40 27 58
1 6 75
24 21 84
22 37 80
22 48 71
9 16 17
40 1 8
39 27 34
32 42 78
28 26 58
43 13 59
25 3 82
10 4
5 2 92
0 6 61
2 8 47
0 4 68
112 4704
53 12 89
63 15 19
11 66 49
90 95 94
106 31 78
110 27 42
93 90 78
59 12 67
29 5 85
46 0 72
97 101 23
27 46 76
32 81 38
97 5 5
86 23 45
41 1 41
93 63 21
19 99 83
2 64 59
34 35 83
70 49 17
111 85 71
10 33 42
12 91 77
82 61 55
53 3 65
52 67 97
7 75 18
9 59 68
80 84 83
84 75 38
6 108 5
83 20 31
107 88 93
7 33 17
84 45 52
26 44 23
106 87 30
24 40 35
42 63 6
97 57 36
14 16 80
85 63 58
70 8 61
8 84 15
58 88 29
100 93 64
78 90 63
23 36 23
59 86 13
32 3 29
90 56 37
11 34 71
60 96 77
2 83 3
24 29 60
105 96 1
47 61 54
69 70 9
81 0 29
37 28 33
111 48 27
83 3 4
33 96 78
103 73 52
10 100 45
62 35 51
29 47 18
3 101 44
3 65 45
68 57 30
101 55 94
74 13 81
93 83 61
42 103 66
66 78 24
24 84 38
75 26 20
91 99 75
98 31 57
100 108 34
60 91 31
70 111 59
38 79 69
39 84 38
76 25 52
25 15 75
53 81 31
50 56 4
29 24 45
6 62 96
2 111 44
88 32 33
92 55 51
89 97 41
33 12 0
108 71 29
23 17 35
90 101 40
111 35 44
96 4 96
84 103 43
78 27 59
88 78 79
51 29 65
36 52 30
44 57 64
43 12 11
93 47 3
62 6 60
7 68 76
48 91 39
0 35 47
33 45 12
16 81 93
34 37 47
54 3 38
25 107 36
92 2 75
64 67 57
10 3 84
74 64 76
33 85 15
54 99 12
13 68 18
17 7 20
17 97 72
65 14 45
111 90 25
31 57 39
25 33 83
72 51 4
79 21 72
40 5 52
33 10 65
31 82 49
56 21 40
18 65 8
24 80 23
93 78 23
97 47 26
17 9 11
67 93 50
102 74 81
56 85 38
6 42 29
26 51 92
43 86 98
19 11 64
80 35 65
55 72 8
37 63 94
12 28 64
2 32 5
20 72 38
106 57 97
0 84 75
12 59 44
8 62 35
95 81 19
11 15 81
13 105 13
70 52 24
20 59 5
10 86 22
109 5 89
10 1 86
53 61 56
102 82 61
0 4 71
57 58 23
53 111 86
49 34 20
47 78 17
108 73 60
46 88 44
87 31 54
8 77 38
96 98 67
92 62 95
44 56 70
13 12 48
86 76 60
0 81 86
85 16 74
66 86 32
74 84 3
72 108 54
12 59 60
103 48 13
90 52 4
69 2 12
77 80 16
62 61 52
13 74 8
109 57 69
95 81 36
110 70 5
85 29 64
103 77 31
104 111 41
93 43 55
91 18 65
110 60 4
41 2 4
99 81 52
77 37 83
101 33 34
58 60 72
67 97 7
95 90 7
1 104 69
59 37 14
76 50 64
36 90 28
45 69 61
16 106 27
86 76 59
47 3 85
63 41 19
95 102 6
48 49 39
66 80 1
80 11 50
15 44 44
93 81 41
10 16 35
49 7 60
88 4 76
55 81 4
109 89 53
97 61 4
107 9 44
3 64 75
42 100 33
4 48 88
101 11 70
91 79 6
4 108 56
7 2 16
44 72 68
98 100 12
50 24 7
70 33 17
13 63 59
106 2 10
13 96 15
103 72 55
105 38 2
25 63 28
63 35 45
40 28 21
83 82 23
66 75 92
29 62 52
59 41 75
48 108 91
39 97 32
89 0 0
59 97 11
50 8 72
83 68 99
47 34 55
111 9 83
90 10 85
46 48 96
50 12 74
4 89 83
65 59 54
2 36 86
74 43 21
79 101 66
10 80 17
82 32 76
53 86 56
40 4 14
30 2 49
33 7 20
15 39 39
75 21 28
77 48 97
104 75 40
86 78 33
65 17 60
101 9 97
40 9 74
23 57 86
84 25 90
73 14 73
40 88 37
55 71 75
103 85 70
9 12 59
32 43 12
39 100 7
13 14 94
97 32 53
75 55 74
32 22 20
72 0 60
88 108 96
99 58 21
110 77 35
75 56 8
95 31 60
110 34 72
68 82 5
34 30 65
42 89 16
63 94 52
100 109 79
37 40 60
71 84 97
62 92 55
17 82 25
69 19 55
33 55 95
0 71 64
59 109 75
101 38 11
9 93 92
91 100 83
47 2 16
2 77 60
9 43 86
41 97 41
0 10 77
70 22 26
93 54 47
86 49 45
62 14 39
79 68 4
72 91 56
60 15 10
74 79 18
69 54 6
39 65 96
67 86 8
107 70 70
96 43 29
109 34 84
110 98 25
105 78 86
1 109 43
83 31 1
8 62 21
91 41 71
96 47 26
51 58 92
85 66 39
70 40 11
59 108 69
105 5 18
76 96 36
44 107 89
71 5 1
94 16 63
74 82 66
23 80 73
103 111 15
89 41 5
10 90 85
74 64 72
18 15 30
107 68 31
40 95 69
11 29 18
106 91 85
111 83 35
108 104 0
54 47 52
95 87 79
3 71 57
107 64 20
25 53 70
90 0 46
94 108 22
81 93 34
15 1 26
46 32 30
103 76 15
51 101 1
4 83 78
66 55 62
87 3 67
56 103 90
76 64 83
66 74 95
36 56 91
47 107 53
104 83 63
12 52 85
50 84 5
83 30 17
79 105 87
47 78 35
111 35 63
67 85 54
28 66 75
37 51 7
2 111 95
6 4 7
50 10 26
90 45 66
40 37 64
19 34 8
1 95 57
109 75 72
104 0 10
5 1 3
5 15 88
51 99 21
26 85 2
61 88 24
45 48 53
99 21 82
18 68 19
70 49 66
107 48 4
24 23 67
95 55 88
87 76 47
14 35 8
17 28 3
35 67 26
9 42 81
51 47 65
44 23 46
35 42 25
61 6 47
10 20 4
43 17 76
99 72 88
70 54 74
81 36 81
105 83 76
8 0 28
87 25 53
39 57 86
65 55 63
46 106 62
82 99 46
0 84 53
20 48 1
0 67 54
5 59 91
47 32 94
109 2 99
62 25 12
58 79 47
10 75 19
59 67 78
1 74 1
18 6 3
14 101 77
82 24 36
18 0 31
86 76 24
107 0 52
38 21 38
1 67 98
68 51 57
34 75 57
109 36 74
107 19 47
58 77 65
34 99 8
89 110 82
75 73 20
40 95 96
26 96 33
71 46 10
73 65 18
63 24 97
64 49 10
63 26 23
105 30 34
105 23 73
104 60 35
79 101 1
83 50 15
93 34 69
87 109 98
14 87 75
89 64 14
25 60 88
111 49 73
35 6 30
30 56 33
3 71 20
13 54 32
24 5 37
57 6 86
69 96 25
6 26 65
55 2 52
97 32 14
91 96 5
104 55 84
39 54 72
12 83 29
84 23 59
35 63 74
91 76 70
24 49 5
42 91 6
32 89 39
60 26 7
48 68 34
103 69 29
14 21 43
105 21 94
10 82 60
104 2 52
65 94 62
110 100 4
85 27 99
105 76 28
34 69 17
96 49 9
7 65 26
22 94 17
62 110 86
20 12 31
80 52 64
6 25 93
111 72 72
8 16 87
91 34 55
43 34 74
10 80 0
87 64 17
26 37 72
43 78 3
50 60 93
46 65 0
101 108 37
26 99 91
0 108 20
83 76 36
103 3 7
55 4 81
84 35 76
76 58 58
94 6 39
91 48 88
67 45 63
37 19 78
21 24 37
89 32 90
86 17 78
67 11 94
88 74 89
23 4 72
68 77 71
78 19 51
107 30 10
67 2 39
4 57 16
67 49 36
95 3 68
105 66 86
107 12 63
62 4 55
106 99 70
26 48 85
85 4 45
94 31 79
42 111 21
79 54 27
74 26 0
74 7 73
62 99 25
99 14 30
72 43 50
89 68 27
9 61 66
87 89 14
16 9 52
88 42 63
77 49 26
104 71 0
87 40 60
76 90 46
88 33 30
52 12 88
3 46 7
78 34 60
85 48 35
50 99 38
54 26 7
109 20 80
57 12 56
71 58 51
83 109 45
71 62 45
0 50 97
29 2 10
36 46 91
57 30 64
28 85 99
39 89 59
12 96 61
30 57 98
18 96 3
56 30 4
55 7 42
108 80 34
105 3 53
58 72 88
3 65 42
65 22 7
23 67 55
3 107 7
34 72 50
37 58 59
2 17 18
74 17 74
39 11 32
16 4 3
104 20 73
63 9 35
66 101 73
68 71 36
36 105 69
1 71 92
0 30 50
93 11 45
103 64 34
98 15 58
27 38 8
60 61 52
22 10 13
62 71 55
34 41 92
74 12 46
93 54 45
81 49 12
13 100 2
49 89 33
23 20 47
94 10 21
9 14 48
63 51 25
65 24 63
20 41 58
4 91 48
11 6 28
51 103 21
84 31 79
109 34 24
34 55 32
82 103 95
39 48 24
98 71 51
2 22 71
13 103 40
51 84 95
109 27 57
12 71 29
58 88 96
4 69 64
37 87 34
65 5 53
5 75 8
63 60 15
87 65 80
11 29 22
108 98 60
58 66 6
102 14 71
4 12 63
66 26 50
48 57 33
77 94 27
92 93 26
70 109 14
74 13 53
103 46 98
11 74 29
23 62 55
48 18 17
64 62 20
45 86 7
62 101 62
52 67 89
51 91 59
85 107 57
0 18 65
8 45 79
39 80 99
2 30 14
23 21 92
31 94 52
64 47 95
38 4 25
85 20 40
7 53 31
7 36 30
93 40 86
92 46 11
64 30 41
78 1 94
2 84 81
20 36 73
44 18 39
12 76 59
68 96 22
50 62 89
62 50 78
88 28 72
79 35 19
41 99 44
56 103 81
76 108 87
79 76 91
41 106 60
5 79 81
64 111 91
40 53 15
73 101 0
78 110 96
89 10 28
24 44 68
58 37 85
80 6 63
38 88 98
5 102 31
1 64 80
66 12 75
111 31 90
91 57 30
24 103 43
109 17 25
49 8 6
53 93 89
106 12 39
94 34 29
48 100 80
100 56 37
33 8 47
46 5 99
19 99 87
101 92 69
38 17 12
57 56 16
62 23 94
84 70 73
109 50 76
99 80 45
7 109 62
86 13 96
83 29 61
47 99 18
48 4 91
93 76 46
45 67 63
98 90 65
101 79 47
12 69 48
22 12 30
44 31 31
106 109 63
17 108 70
28 41 83
79 23 95
107 80 87
74 4 10
95 46 49
17 68 14
72 35 69
40 1 66
0 85 4
21 50 92
35 77 6
55 82 23
90 5 19
31 67 40
65 43 17
87 33 97
88 25 43
76 33 73
3 66 44
45 97 48
107 53 32
71 8 72
71 74 65
10 108 29
61 11 7
97 86 81
103 95 98
21 80 67
31 51 29
33 25 23
100 90 90
12 61 73
4 48 60
50 91 19
39 37 45
61 36 80
16 23 76
2 84 34
77 84 27
11 38 34
57 2 45
95 100 74
6 23 81
19 48 17
65 11 80
53 67 87
18 4 67
53 87 67
36 76 8
91 15 55
63 58 46
104 93 83
12 106 0
20 58 28
90 9 26
30 71 34
23 9 84
41 38 76
41 54 12
94 96 4
10 82 32
44 102 87
42 98 39
40 103 13
60 9 65
64 58 60
67 35 49
90 26 51
25 18 70
93 110 81
14 83 97
25 37 89
74 76 74
105 8 72
87 77 28
52 34 76
22 14 1
40 4 28
60 79 65
89 69 7
79 5 4
76 6 70
41 33 94
82 107 50
35 7 87
0 68 81
38 28 93
50 8 95
38 9 78
103 53 57
103 62 7
17 83 19
80 20 77
59 82 19
103 2 33
96 56 8
97 94 26
55 63 7
25 37 93
77 97 8
102 28 4
94 79 0
92 24 35
8 79 6
29 37 25
41 15 89
26 15 85
37 87 89
58 20 32
34 102 32
22 3 80
71 20 20
33 78 91
17 4 19
2 42 69
90 88 12
89 28 65
50 35 11
63 7 21
45 52 10
87 22 18
0 65 73
68 25 76
85 69 12
6 54 76
105 95 60
53 9 68
10 34 9
12 16 86
56 79 7
57 55 79
5 42 26
33 66 41
1 20 17
12 24 73
45 20 37
35 37 65
52 11 94
28 38 24
68 54 92
76 22 29
58 31 96
8 44 14
25 47 79
92 58 53
13 97 3
74 4 84
83 41 22
59 38 16
32 46 71
94 7 93
0 79 75
31 96 54
50 19 15
67 105 90
81 101 68
67 108 59
56 99 8
71 54 11
29 62 99
46 78 30
97 103 89
22 6 27
29 25 16
16 97 9
0 84 94
0 82 54
103 95 4
71 89 93
63 68 29
53 107 11
90 69 92
48 71 82
105 59 10
21 102 87
92 109 87
57 5 30
50 59 13
78 27 56
33 2 22
6 28 6
22 36 38
95 98 62
110 9 61
42 88 57
36 33 21
95 6 39
111 89 80
24 78 57
95 84 5
50 107 97
15 31 84
60 86 92
12 6 25
17 19 38
62 105 26
81 11 68
79 70 34
61 87 92
37 36 58
89 40 48
71 52 34
105 104 55
78 108 37
76 101 16
66 34 70
57 92 45
87 104 76
22 104 39
19 64 19
99 46 25
13 24 13
73 16 60
7 42 14
88 85 63
30 52 9
51 50 10
15 103 56
71 62 84
47 74 48
68 111 34
79 39 50
87 14 69
69 108 5
71 102 80
93 32 47
39 7 95
56 44 42
35 43 41
109 14 69
107 83 3
42 45 95
55 98 4
96 95 22
77 22 52
14 47 43
7 61 19
85 32 7
54 21 46
43 30 85
78 72 21
47 14 91
31 44 57
88 96 53
57 15 83
61 35 98
97 70 75
91 81 91
4 110 88
33 84 77
94 45 35
66 37 68
13 95 94
48 93 2
65 104 51
59 97 0
74 99 75
33 29 41
76 45 95
79 76 9
45 64 98
105 74 30
83 39 66
52 1 47
67 18 54
63 103 65
81 92 66
24 60 49
89 19 22
46 105 6
61 32 22
90 64 56
35 36 66
33 31 71
99 60 83
85 9 83
86 9 77
94 102 16
0 2 64
75 51 39
88 41 25
38 20 74
47 8 99
67 12 31
74 89 24
19 41 38
40 71 21
91 15 18
62 92 39
21 25 92
64 9 80
29 26 94
92 33 22
34 61 1
66 20 28
39 46 80
103 33 80
97 95 73
5 94 71
19 13 98
21 60 92
106 13 5
63 21 50
40 43 60
37 23 98
69 29 93
94 19 28
83 2 27
81 12 21
52 103 6
95 4 39
45 33 44
11 70 40
23 41 9
48 28 2
51 87 49
76 111 72
68 76 88
23 1 14
20 16 18
95 80 84
104 109 81
13 89 29
51 41 12
5 61 53
5 94 56
109 106 49
97 8 79
91 18 58
65 19 33
77 19 40
46 29 17
15 38 69
15 81 88
39 67 60
4 12 15
24 67 60
37 26 79
105 93 45
72 4 72
92 87 34
83 60 3
64 77 66
85 81 9
98 2 69
4 47 30
27 34 28
47 69 57
0 69 89
60 70 43
20 65 95
106 29 43
24 11 95
101 69 55
49 92 17
61 24 17
85 62 60
79 58 1
47 68 10
94 42 22
26 97 34
58 15 18
103 9 17
67 5 4
33 62 92
26 36 91
18 20 95
58 33 20
106 4 34
15 49 24
32 6 73
78 26 20
98 86 84
39 97 30
63 40 18
111 79 45
12 10 81
74 52 93
62 71 36
84 83 94
68 101 81
24 67 84
73 19 40
8 84 28
38 72 48
74 15 2
38 59 65
86 48 46
37 50 17
91 12 58
5 16 8
74 95 1
65 106 57
42 31 14
94 28 46
30 52 62
8 14 33
22 31 62
28 85 45
70 68 88
70 21 68
46 16 28
79 43 37
81 97 54
16 85 35
75 67 76
7 67 71
69 39 25
34 106 64
35 17 86
84 54 14
45 13 91
18 77 13
68 64 19
50 66 45
74 111 53
4 36 2
82 21 34
42 36 50
75 32 15
84 100 85
22 64 43
74 88 6
18 21 22
26 24 62
12 62 15
14 23 32
93 4 10
48 68 84
80 32 48
0 2 40
69 19 94
56 35 61
61 65 67
98 7 39
15 20 53
66 1 52
107 13 96
53 104 72
52 22 11
18 14 93
12 37 77
9 60 6
55 46 94
22 24 46
42 40 44
44 28 30
44 92 19
78 75 33
104 100 51
55 19 1
104 18 68
92 48 80
91 67 42
107 90 70
16 55 60
35 55 38
27 25 84
83 54 58
106 1 65
53 91 53
51 18 70
11 23 53
66 88 87
29 25 58
73 17 21
6 103 6
50 79 91
84 52 77
100 91 83
52 100 10
89 86 79
71 17 40
97 59 10
41 52 33
94 98 37
62 34 34
57 55 58
98 75 10
42 38 77
16 24 26
105 72 77
59 83 66
72 50 33
42 98 67
6 79 73
36 80 54
2 33 28
7 69 88
101 76 61
105 21 53
65 88 48
67 47 68
75 81 83
56 16 20
9 17 53
0 52 7
47 44 7
53 54 31
102 95 62
17 44 47
49 106 77
1 84 65
15 36 96
109 95 98
62 110 32
74 94 71
69 36 15
83 74 65
18 65 29
18 1 60
36 102 89
41 33 49
61 97 8
63 88 85
10 42 94
92 4 67
80 48 23
99 3 34
60 83 76
22 52 7
98 108 53
99 31 80
85 69 92
109 85 61
25 20 57
56 54 49
35 61 12
46 73 53
59 28 29
7 24 16
104 23 60
35 78 12
78 71 10
41 66 93
70 97 70
35 47 63
96 10 47
13 2 6
94 37 59
111 59 63
91 5 56
2 43 88
63 93 3
53 13 30
65 20 7
10 3 58
95 56 61
101 32 84
9 59 7
64 79 40
16 66 1
104 5 81
43 72 34
34 96 54
105 24 55
40 60 99
86 42 10
82 101 96
54 48 13
18 20 37
83 23 63
79 4 77
23 16 4
47 8 87
61 99 35
106 14 19
58 78 72
90 15 10
8 51 94
43 102 97
76 77 31
68 56 24
3 105 21
10 22 53
58 48 5
27 87 60
3 82 87
98 103 42
23 16 70
0 23 40
53 82 12
8 18 82
99 96 27
63 36 24
73 57 99
65 48 30
16 104 38
49 13 62
78 87 86
74 2 1
25 102 54
85 92 57
22 66 96
74 22 11
88 57 80
37 91 3
110 96 11
91 63 95
11 48 94
12 28 15
50 88 0
63 104 0
107 72 33
44 75 92
67 41 80
53 109 35
2 44 37
6 108 71
110 86 29
67 30 49
32 13 24
58 84 42
99 81 90
70 9 64
65 9 99
38 93 30
54 43 84
45 26 79
102 48 7
4 19 91
14 38 43
44 106 34
53 74 92
67 93 2
64 74 49
21 73 65
7 29 5
95 17 50
63 43 34
57 2 58
21 52 55
84 16 9
74 35 95
5 82 50
71 98 71
101 2 52
26 3 85
17 44 81
2 11 91
98 87 7
94 91 20
10 68 70
52 92 85
96 19 18
45 83 17
23 14 54
103 106 81
42 108 31
0 91 30
17 91 17
7 78 41
61 26 72
50 100 23
68 103 70
56 73 66
25 51 19
45 9 69
75 106 4
64 58 97
107 104 90
106 111 92
64 17 58
5 84 8
111 41 74
108 1 94
73 97 16
28 54 76
106 41 55
82 0 20
56 15 17
86 75 32
93 86 68
80 111 72
1 38 25
65 57 60
92 49 84
48 5 1
71 47 56
96 46 16
23 61 73
50 67 36
105 46 41
46 108 16
24 111 63
53 109 24
45 23 45
93 25 35
9 15 57
76 84 56
85 111 23
74 98 3
60 54 44
89 108 16
10 97 14
62 45 36
33 20 93
46 111 84
32 54 74
1 32 38
11 61 48
46 77 63
35 38 60
40 80 24
52 73 2
61 42 43
32 12 85
47 62 56
41 89 88
2 69 10
55 38 68
33 81 52
76 91 52
48 46 9
97 83 45
7 108 49
93 80 65
27 28 85
101 3 97
52 85 36
45 69 25
48 47 0
69 15 91
90 103 29
24 23 68
21 0 97
72 33 81
30 109 84
69 103 88
6 90 61
60 6 96
15 35 95
37 54 15
89 28 41
98 88 21
12 99 98
108 3 90
17 53 61
14 0 33
76 17 3
72 24 0
7 19 63
50 32 12
31 28 29
69 44 47
30 81 6
13 54 23
42 41 32
49 105 31
45 68 94
45 100 43
89 22 92
74 54 28
79 42 11
39 4 2
54 32 15
104 7 79
62 70 66
71 32 93
14 57 74
1 89 97
22 99 16
17 55 44
107 50 80
65 3 72
92 12 31
10 35 55
69 104 81
108 62 55
103 93 29
107 47 61
106 39 80
25 109 21
79 17 27
28 94 83
101 64 95
35 33 5
74 80 83
97 63 31
19 16 38
6 92 54
61 76 60
76 68 84
57 23 44
91 30 58
102 95 42
70 57 99
41 25 79
73 68 17
0 28 0
19 72 54
60 61 87
49 68 52
24 39 70
42 3 52
83 87 56
14 95 19
36 107 6
6 51 81
14 108 85
110 22 52
75 31 18
4 53 45
102 74 97
72 21 71
23 29 42
33 60 70
94 10 58
36 53 76
62 104 64
7 57 14
44 108 33
8 36 68
87 0 73
76 79 14
46 5 72
109 8 99
66 109 52
16 10 97
1 46 56
22 74 29
88 12 79
89 7 5
67 52 94
81 5 57
9 82 78
68 22 25
97 32 13
85 22 63
108 19 48
82 84 36
35 43 3
96 70 60
9 7 76
5 93 5
28 24 61
50 91 13
106 65 80
13 38 64
86 102 21
50 102 58
23 84 29
108 97 9
82 40 70
36 109 66
41 92 7
75 17 60
70 59 27
61 50 27
109 61 54
94 84 69
8 60 65
60 51 52
34 99 3
3 104 30
16 91 16
45 8 68
54 63 52
59 93 32
82 72 86
68 52 38
65 49 69
90 98 67
65 96 78
108 44 28
61 95 83
89 20 17
87 76 11
34 27 64
101 10 68
77 41 10
10 111 41
90 14 37
98 81 47
43 50 10
17 2 2
5 84 15
76 28 51
3 22 80
93 70 54
101 102 62
69 29 14
79 83 88
75 45 8
6 61 70
105 45 63
79 70 79
78 62 41
33 105 2
73 106 76
10 4 3
98 107 23
23 54 13
63 2 43
42 73 62
51 24 59
15 18 1
35 6 56
77 69 41
20 3 1
37 34 59
83 36 32
44 79 43
37 18 41
72 10 40
105 58 53
49 89 18
101 69 43
40 4 96
46 27 17
98 74 94
13 2 40
18 49 21
4 8 6
77 34 76
85 111 56
0 99 6
90 54 80
104 63 51
25 40 4
105 20 49
79 47 19
94 86 51
108 53 56
9 55 15
49 32 28
47 37 54
69 79 70
101 36 96
23 101 74
76 45 28
47 71 94
38 106 35
33 91 46
102 85 47
19 27 10
25 38 44
89 27 99
58 1 29
89 30 38
8 9 41
27 7 45
67 25 70
4 90 74
64 14 86
72 107 2
101 61 22
68 61 61
55 49 77
80 106 46
42 30 15
29 38 25
32 20 43
21 75 72
50 64 4
45 99 97
54 35 78
99 88 17
52 66 50
36 64 10
58 48 99
69 10 10
3 103 56
20 37 58
2 65 92
11 43 19
71 103 75
64 85 99
103 14 39
111 33 38
50 87 23
10 87 84
50 32 97
14 42 50
67 111 81
77 11 75
91 111 8
49 16 58
65 74 22
35 86 94
4 35 59
101 73 45
15 77 6
67 101 52
70 67 17
90 7 28
109 69 73
95 14 35
39 110 54
70 54 28
61 87 14
72 59 62
32 76 33
97 54 66
64 15 35
90 60 4
83 90 68
48 34 55
65 22 41
61 25 26
45 22 65
39 53 64
38 39 28
30 23 8
83 21 0
50 14 52
24 71 93
33 36 10
66 71 79
7 90 85
26 88 16
109 101 86
23 107 45
51 89 69
109 0 77
93 100 75
38 45 29
55 80 50
105 4 80
71 47 87
46 81 65
86 39 65
64 84 13
34 82 24
98 2 31
4 52 88
52 107 75
97 30 72
74 20 72
102 45 86
96 92 1
94 11 44
17 74 85
41 84 41
75 19 79
61 49 45
16 29 76
73 83 16
0 30 38
87 28 87
32 34 63
72 47 74
51 16 74
56 37 26
38 110 27
16 81 7
86 9 57
93 101 74
31 65 99
14 72 52
65 12 74
22 44 86
68 5 53
3 19 22
104 85 81
27 71 14
95 73 3
82 68 51
14 94 42
22 55 27
100 86 52
40 38 29
14 102 4
85 70 60
4 70 70
4 87 36
2 22 91
2 28 62
67 68 79
76 73 97
68 25 98
106 104 61
97 108 71
65 59 73
73 29 68
94 98 58
110 72 48
23 94 53
21 67 59
82 20 89
95 12 77
108 106 55
65 40 78
55 17 73
54 86 46
43 55 40
33 55 76
47 85 18
38 30 42
36 96 72
74 69 10
21 67 4
92 62 80
84 26 75
73 16 39
94 5 90
98 70 39
100 91 74
22 43 47
72 102 85
70 7 32
103 14 17
62 65 85
6 67 39
65 50 94
76 107 61
39 77 89
109 56 79
42 36 50
102 12 69
38 107 86
6 15 32
48 24 86
44 67 95
4 6 90
105 42 39
46 34 87
105 47 21
55 22 44
106 105 82
66 75 18
24 38 30
85 12 99
90 46 67
47 70 15
4 37 39
75 20 61
69 53 85
89 54 38
3 91 23
83 16 36
12 10 6
39 18 68
54 12 59
27 84 17
38 10 34
107 62 66
56 90 35
90 58 18
80 83 68
54 63 17
7 71 90
101 108 42
38 95 59
47 19 65
90 61 88
71 0 92
53 51 41
10 99 81
104 87 43
103 108 12
87 14 12
46 110 52
74 97 7
107 63 75
50 84 33
40 107 69
102 3 51
49 81 10
101 82 91
67 2 13
95 19 66
54 47 58
104 35 44
65 0 50
37 33 23
56 109 68
7 73 75
44 46 54
46 20 66
109 98 83
3 47 70
110 21 34
55 10 44
78 2 11
110 35 82
40 16 75
102 21 94
99 68 52
104 18 70
85 67 30
27 57 59
7 17 47
1 93 91
82 80 41
109 76 67
90 40 39
33 54 71
104 0 24
95 23 32
64 106 75
103 46 97
103 82 92
32 80 23
37 8 42
31 11 41
110 43 84
70 42 39
89 61 77
75 16 84
45 70 40
38 15 29
111 48 98
40 60 47
49 56 83
50 35 49
90 45 9
4 89 22
51 110 46
57 47 87
44 28 47
37 75 64
6 106 93
86 78 93
99 18 81
77 74 37
99 63 21
7 16 41
105 11 59
1 36 88
90 5 95
86 1 70
31 66 50
32 91 35
96 48 97
13 46 36
92 40 60
66 8 87
67 90 6
109 4 44
43 12 30
3 7 53
78 91 58
53 14 64
26 110 80
0 28 93
11 84 70
111 49 44
81 92 78
0 38 44
35 69 5
37 54 77
70 59 2
63 93 58
37 97 99
27 91 94
79 97 75
29 67 26
58 72 43
103 20 25
48 25 35
109 98 79
20 110 41
73 21 68
42 50 13
72 15 18
6 4 21
38 48 24
76 90 56
57 61 54
88 69 19
56 82 14
57 29 48
104 105 11
31 6 66
75 53 33
33 101 53
77 30 58
65 21 81
30 38 98
51 70 69
12 38 56
15 85 58
107 79 34
88 30 59
111 73 65
100 75 62
59 104 98
50 47 95
44 26 74
82 16 34
66 95 81
10 17 1
28 35 40
101 91 48
59 15 6
97 95 35
93 58 32
71 66 86
25 21 25
38 102 63
14 69 8
11 54 47
83 6 82
94 61 33
108 1 35
14 96 88
66 101 77
41 92 38
102 25 94
0 100 30
98 89 72
9 53 76
1 73 22
73 40 82
10 83 54
37 65 96
64 57 78
79 89 7
32 70 24
67 16 3
13 62 82
12 3 24
84 71 47
91 39 17
36 3 6
84 19 58
0 29 83
0 14 28
58 15 94
109 99 36
51 59 35
2 46 67
18 56 99
96 9 27
49 80 18
86 110 64
80 77 78
21 20 18
15 89 93
62 0 16
52 41 32
99 76 89
71 100 6
109 35 2
77 11 27
109 94 29
78 25 90
95 103 75
42 109 97
8 48 25
63 94 53
111 104 70
60 44 70
110 73 3
42 76 80
39 64 29
95 17 82
2 45 25
57 97 60
107 97 40
57 13 3
66 29 56
61 82 24
1 65 87
34 29 47
10 45 76
61 43 10
60 2 51
9 38 42
93 44 34
44 105 65
108 66 78
27 50 19
57 86 6
21 107 23
14 58 75
40 35 80
78 94 58
