82 2070
53 3 50
34 25 32
11 20 83
67 1 71
1 0 65
4 38 56
11 31 67
4 15 87
67 59 42
57 26 93
48 19 72
49 17 46
7 55 15
63 69 25
51 31 88
20 8 31
6 29 92
34 6 61
58 64 44
59 4 82
14 30 25
45 10 98
60 45 57
33 18 72
61 34 56
45 43 41
39 9 65
51 14 99
48 65 84
15 47 62
44 22 17
4 45 1
24 35 2
18 15 10
49 30 70
56 63 54
70 9 95
43 61 76
66 46 87
37 3 29
71 50 22
14 19 97
10 13 15
22 37 12
35 48 44
51 38 52
33 70 18
62 63 77
69 15 65
25 54 42
2 68 47
31 56 82
40 41 18
53 43 59
9 72 8
1 10 73
66 44 14
39 21 47
33 37 64
25 26 66
12 56 31
28 50 95
6 37 69
63 2 51
60 5 4
50 46 22
11 0 11
71 14 94
36 45 15
24 70 81
29 26 31
59 70 67
20 39 70
16 35 71
22 37 3
18 62 53
45 26 23
7 68 27
10 63 38
20 60 42
33 28 69
39 36 54
19 72 4
35 60 20
11 63 66
23 17 14
72 9 78
66 52 30
55 34 49
37 10 33
33 0 59
68 56 49
17 66 24
5 7 95
26 35 43
29 44 82
65 28 63
6 67 47
72 27 30
46 51 88
9 52 72
13 0 66
38 34 22
71 9 23
51 33 72
17 30 23
0 26 97
40 66 78
52 61 99
20 21 44
11 64 55
11 34 12
29 40 41
28 8 91
39 1 92
27 3 30
44 24 22
17 16 4
60 18 35
15 53 92
27 14 39
26 63 30
56 26 42
14 24 8
31 62 76
2 39 88
20 2 32
60 6 45
12 8 34
17 40 36
27 41 55
36 41 64
29 51 96
15 63 32
54 56 58
43 19 89
26 15 85
15 2 41
4 11 71
60 49 11
48 66 83
6 66 19
18 63 96
12 65 17
51 52 70
34 35 47
54 22 36
18 29 28
12 15 39
10 54 41
69 61 25
2 12 74
40 65 29
34 31 95
59 42 98
5 27 97
46 11 31
18 51 35
33 68 7
21 59 57
37 19 81
18 4 81
44 24 69
71 52 87
17 9 76
11 54 41
53 66 25
30 26 10
7 28 83
56 72 16
29 35 47
34 28 38
28 11 88
56 51 30
64 38 72
61 11 9
55 30 77
52 31 67
70 15 86
38 16 23
30 46 5
50 54 18
43 60 56
33 41 41
69 45 35
29 56 59
43 0 54
39 71 20
1 55 30
23 63 19
36 20 31
25 12 52
7 18 86
18 38 64
7 28 78
6 50 80
30 32 83
37 39 10
39 30 67
31 20 55
30 18 3
58 8 96
13 34 54
36 8 41
7 54 87
50 66 66
49 13 86
58 24 3
48 61 84
46 26 24
43 42 81
71 21 45
41 18 72
49 2 34
70 46 0
33 47 94
29 31 85
20 61 78
38 52 35
33 22 54
34 0 92
4 30 44
52 48 10
25 3 96
66 14 22
12 33 28
44 18 94
23 34 51
57 4 8
72 40 15
61 70 96
9 2 15
46 44 78
60 64 25
32 35 0
49 39 17
33 62 43
11 21 34
20 0 95
35 19 12
61 11 12
43 32 96
29 63 86
35 27 99
72 43 83
50 0 14
14 6 5
61 16 8
8 33 14
39 47 0
53 8 93
68 48 59
8 31 57
57 18 65
61 6 66
40 37 4
12 65 9
13 10 83
43 28 15
24 72 95
30 2 40
1 31 23
59 12 64
47 5 18
39 24 58
48 70 95
13 63 45
51 42 18
9 17 85
1 34 35
6 59 41
42 62 19
6 12 93
16 2 68
62 13 48
58 49 9
36 2 34
39 69 61
48 51 71
15 16 39
50 33 97
66 52 38
69 18 58
65 10 81
15 32 56
8 0 64
66 37 22
32 11 68
32 60 36
22 3 31
63 38 55
12 1 17
7 63 0
10 50 5
10 40 68
10 49 87
23 17 88
52 72 21
21 35 33
10 50 97
4 42 3
63 60 25
23 5 86
44 38 41
55 52 91
67 69 41
28 68 52
72 33 48
27 59 85
48 65 47
27 56 6
23 35 70
44 6 92
10 67 19
31 16 82
67 37 36
10 5 9
36 37 18
10 29 82
13 28 99
39 50 20
51 11 27
17 32 25
40 42 3
33 45 65
70 2 45
57 41 11
21 13 54
51 41 27
63 23 92
34 24 57
16 46 52
72 60 30
64 49 38
10 50 95
21 41 77
71 33 65
35 16 46
20 22 24
56 8 78
40 54 70
27 46 10
32 71 19
50 40 0
60 65 14
71 20 7
2 45 73
54 45 81
39 31 77
55 56 30
12 34 67
68 22 74
61 38 18
36 62 52
43 23 18
64 33 31
45 39 13
58 19 50
59 39 62
12 19 31
58 12 16
67 22 99
63 39 31
40 44 23
20 57 59
17 6 51
48 45 8
13 52 41
1 13 21
87 2956
54 46 0
47 79 99
45 61 83
39 76 68
80 33 91
26 16 10
14 10 29
55 1 37
75 27 11
75 54 79
77 24 76
58 24 88
24 39 37
22 79 19
15 85 88
23 66 31
15 59 61
38 83 65
41 3 62
17 62 31
81 32 33
68 70 97
57 65 12
36 35 23
54 11 65
38 86 37
23 19 51
29 61 53
31 73 42
47 19 86
59 76 9
20 16 95
48 80 93
47 0 81
66 33 24
37 33 36
31 0 24
0 81 11
17 42 65
13 1 69
25 10 5
80 3 51
32 5 58
11 14 11
61 79 35
84 23 90
19 6 67
13 4 27
11 13 39
81 16 38
62 16 70
76 44 78
57 39 12
65 41 40
79 7 70
57 16 58
77 33 37
48 84 71
66 14 90
80 43 50
26 48 12
39 7 79
36 84 59
68 30 10
58 78 7
18 57 95
58 65 34
58 38 84
2 24 28
3 34 84
4 22 76
37 76 75
72 62 14
12 26 46
32 60 8
33 51 5
68 8 19
85 2 92
14 83 3
21 14 12
52 84 3
24 71 48
9 35 73
47 79 89
12 74 15
35 28 1
38 19 92
17 11 71
81 12 46
57 51 15
38 17 26
29 77 31
49 83 73
22 31 97
45 75 31
78 67 85
27 3 37
72 11 37
33 30 24
85 86 58
42 39 14
4 86 1
19 27 56
70 73 52
38 54 79
39 37 37
47 46 33
75 31 60
9 13 88
5 76 73
5 9 32
23 70 79
21 51 46
64 69 53
71 56 9
62 29 26
53 74 38
45 49 72
17 5 70
45 72 87
17 49 78
40 45 76
27 51 79
51 64 32
21 78 49
7 29 80
57 26 39
59 17 39
26 38 95
61 75 12
77 54 34
18 63 51
23 60 69
75 86 73
43 62 86
43 11 36
79 52 76
73 60 3
48 64 1
33 70 94
14 5 50
82 49 33
66 39 38
56 14 8
4 44 23
25 35 32
40 31 44
73 46 59
50 44 41
68 32 37
19 8 43
5 41 33
85 33 74
62 55 33
26 64 49
22 51 5
17 21 8
81 40 64
12 7 45
11 41 89
54 85 46
41 7 22
43 19 69
69 15 68
77 21 23
71 84 57
18 19 90
74 85 37
68 80 16
50 21 75
54 8 72
50 11 69
82 1 9
10 59 79
16 36 48
64 80 58
40 27 43
28 6 13
22 10 86
61 85 29
58 19 40
71 45 23
85 81 61
12 79 6
66 69 61
80 27 72
54 28 1
48 34 22
77 60 22
84 58 40
51 48 2
46 86 98
24 11 74
24 45 33
46 80 36
28 6 27
33 74 26
76 57 8
52 18 4
17 1 94
64 53 35
57 11 99
20 50 99
38 26 98
13 65 22
27 76 4
84 59 55
83 56 93
64 12 13
6 10 40
6 22 45
63 54 48
28 19 67
76 46 75
37 30 70
83 12 28
57 39 48
49 23 36
20 56 86
36 60 86
38 3 83
18 64 20
68 5 86
61 77 94
3 51 14
72 53 79
69 72 27
62 15 53
24 45 24
27 54 56
66 67 28
34 41 76
7 23 26
73 60 31
58 76 61
77 14 45
16 8 27
2 60 80
2 12 95
53 22 37
53 76 94
11 64 98
80 73 43
18 69 16
15 53 99
79 44 97
69 61 83
80 72 74
42 81 14
11 49 46
39 55 8
6 55 43
55 30 31
85 27 30
66 63 69
29 2 94
47 52 54
17 71 58
53 51 30
38 82 66
67 47 0
57 7 79
23 10 57
2 7 61
43 34 45
17 19 5
18 9 55
79 23 38
10 31 21
78 47 34
61 15 27
28 19 71
62 79 97
28 61 81
15 35 55
10 80 37
32 39 54
71 24 28
37 57 75
33 27 69
27 74 17
8 77 40
24 33 15
40 20 23
76 83 50
64 44 12
16 60 99
13 18 13
48 10 11
72 65 9
48 19 22
62 18 10
21 62 50
9 67 89
52 23 24
29 23 77
53 69 31
6 16 11
48 20 79
32 10 45
52 2 12
22 4 91
13 57 47
84 46 20
56 28 58
12 10 69
70 62 92
81 85 48
5 44 43
50 46 25
6 8 75
81 60 17
86 25 18
63 44 68
22 71 1
64 76 34
72 8 0
15 80 24
77 30 0
36 51 4
61 67 41
44 50 7
46 78 40
17 73 79
36 24 92
57 77 12
52 20 68
28 53 9
33 42 49
37 83 44
46 47 23
10 84 19
23 66 19
27 85 71
44 13 14
85 50 35
73 85 95
22 57 72
58 62 35
16 60 32
86 63 57
66 76 32
22 61 32
83 3 52
51 73 15
75 70 27
61 34 67
54 60 20
58 43 77
38 40 94
1 83 50
29 11 51
8 27 5
5 83 91
20 14 62
79 51 41
9 22 62
32 62 44
52 19 59
50 12 78
49 39 63
2 23 39
67 68 45
56 47 26
27 21 28
65 82 67
37 9 92
52 23 93
27 25 97
3 80 43
43 1 15
86 76 85
69 19 5
52 34 97
69 52 10
67 8 44
9 19 48
54 73 54
38 71 66
57 43 15
31 45 30
52 46 0
5 76 19
7 44 62
69 57 36
26 3 91
62 19 71
75 61 87
85 65 91
43 17 80
77 84 81
8 73 62
1 84 22
23 79 53
71 53 46
4 8 88
26 59 89
27 48 81
10 9 17
60 3 60
17 86 53
36 24 22
76 54 30
72 38 71
9 62 82
32 57 20
84 4 48
48 83 79
9 47 97
3 25 86
2 31 32
9 63 57
7 69 91
44 49 52
55 61 44
29 59 61
12 75 75
53 48 63
19 79 6
16 85 17
60 47 88
76 55 94
14 63 39
59 21 63
28 10 36
56 57 6
69 0 48
69 6 95
65 45 21
27 14 62
41 55 2
1 56 24
6 49 47
59 1 21
50 70 39
1 7 31
17 7 57
7 18 91
83 4 89
41 36 58
65 56 74
18 39 8
28 51 65
34 47 67
65 37 24
59 80 40
33 73 20
31 86 57
13 41 11
16 71 81
60 38 36
71 83 97
55 47 13
71 39 26
55 26 22
42 43 70
20 12 37
38 8 55
77 73 93
85 45 19
25 46 63
61 13 51
59 23 33
11 80 38
13 35 48
3 60 59
75 22 5
7 38 70
10 57 66
51 71 3
18 9 70
19 60 50
66 54 67
60 83 55
65 32 16
44 10 88
37 13 98
10 71 86
13 24 28
86 30 37
40 29 67
65 61 42
1 12 14
54 44 59
51 0 69
56 73 84
17 56 40
26 33 14
28 31 70
7 65 36
40 50 7
72 82 85
31 5 80
12 37 45
6 9 53
31 3 63
71 22 82
1 70 95
37 18 29
80 15 70
18 43 17
46 53 98
56 46 23
63 73 88
56 57 18
80 36 63
60 52 68
66 3 17
7 50 0
23 56 39
84 41 79
68 26 58
68 6 43
2 18 0
2 77 82
3 81 83
17 23 10
55 56 83
62 22 36
70 33 85
78 21 65
79 23 79
6 49 23
42 43 68
42 66 96
15 35 29
37 63 8
7 10 31
56 7 77
34 22 64
49 25 47
60 81 28
83 75 47
42 30 51
38 41 63
34 77 24
30 42 1
18 51 18
62 43 65
63 10 99
17 70 4
51 23 59
76 10 56
37 64 87
10 57 6
33 12 80
3 68 77
34 46 66
61 84 52
2 81 26
18 10 86
56 3 5
14 72 91
79 66 21
45 46 76
69 79 85
37 35 94
37 0 16
39 11 23
19 69 34
85 59 17
12 55 52
85 70 62
69 65 39
52 6 78
34 52 5
62 27 54
13 29 45
14 27 9
36 14 57
86 14 16
15 56 25
4 3 6
74 86 46
24 77 17
37 64 1
62 35 22
8 7 70
27 73 59
63 53 58
76 67 40
63 49 46
83 25 91
55 81 28
8 77 37
61 71 73
21 45 80
72 78 3
16 17 3
78 79 88
14 8 5
30 61 18
17 10 56
38 44 28
7 31 47
7 78 34
37 45 10
84 81 55
22 45 96
51 73 53
25 24 44
42 29 35
57 82 32
2 83 9
3 50 63
3 51 19
14 42 17
40 86 9
85 2 84
25 71 24
6 54 63
60 20 55
62 35 94
36 74 25
61 72 82
75 56 39
76 2 79
11 13 20
44 8 4
16 68 36
68 40 37
52 71 50
23 58 31
27 4 30
20 2 70
3 27 1
67 71 84
42 20 52
22 50 62
63 18 29
57 75 95
18 40 7
63 62 1
4 57 4
31 52 38
66 68 83
17 38 24
23 85 91
37 17 33
64 78 35
48 16 74
12 22 8
47 28 23
18 19 45
45 24 7
79 73 37
44 18 27
38 17 4
60 14 66
48 14 76
10 64 11
45 0 98
1 75 28
34 53 88
50 19 31
78 45 57
73 42 64
61 21 31
0 69 87
5 42 14
12 37 71
62 8 35
50 84 62
19 32 53
16 63 36
63 56 21
21 7 30
40 74 92
55 68 29
44 31 3
13 12 84
6 85 3
46 76 49
36 28 62
19 13 97
74 80 73
36 84 87
77 51 92
49 4 63
58 64 30
52 74 32
45 46 97
18 41 52
68 44 14
29 24 37
25 79 87
4 53 22
31 53 35
55 6 44
12 21 20
49 81 86
8 65 89
17 23 21
8 29 38
24 17 86
53 42 12
42 8 70
38 7 76
10 69 97
30 76 97
5 53 64
21 56 44
47 73 4
1 80 49
12 60 13
60 25 89
83 26 16
75 85 95
46 27 21
26 15 58
39 16 36
36 78 83
53 68 97
57 20 67
57 37 67
78 11 2
81 22 36
7 23 23
26 6 13
63 51 97
35 39 38
81 10 8
1 38 89
3 84 85
22 39 2
56 31 91
84 38 56
42 65 37
42 80 40
66 15 95
77 62 79
83 18 63
56 59 17
68 78 53
68 73 77
33 31 57
38 34 79
55 64 15
5 56 36
6 76 48
66 55 96
77 10 54
8 77 8
28 86 23
6 35 70
25 12 30
32 39 3
67 45 21
46 44 69
80 3 76
16 55 56
77 79 2
18 10 15
38 6 91
37 60 98
9 83 93
33 78 46
83 49 81
10 83 60
74 7 39
35 43 55
75 81 65
77 39 64
56 24 99
75 19 70
64 76 2
84 60 65
32 21 33
42 0 1
35 44 86
53 17 46
48 83 57
15 66 19
80 72 1
28 45 44
76 34 66
61 16 87
70 23 2
26 57 24
42 11 33
77 8 2
45 1 52
43 4 7
75 32 76
43 31 38
22 13 42
83 57 7
19 52 60
72 39 56
74 26 28
76 27 7
45 47 4
16 55 57
71 19 3
8 41 65
52 74 14
66 49 9
13 86 92
7 2 10
60 18 32
50 75 35
82 86 30
72 6 82
11 63 84
28 75 67
17 10 71
29 5 25
38 28 16
60 16 39
27 86 92
80 54 79
24 0 94
41 77 85
82 75 8
24 17 53
60 1 35
70 24 64
71 17 95
41 31 22
11 46 69
60 47 97
2 35 13
27 8 24
75 36 62
5 59 58
84 57 5
78 72 47
64 53 7
59 47 85
73 14 25
46 72 16
12 30 82
57 63 39
39 61 76
7 50 7
76 6 40
46 66 72
43 17 91
60 2 43
42 61 47
38 61 64
41 70 15
72 70 99
76 15 60
43 30 39
62 1 0
43 53 74
22 15 45
57 55 94
8 43 68
48 42 82
16 24 90
16 14 58
50 78 68
45 86 82
70 83 38
13 10 41
20 86 28
66 22 53
53 40 37
58 15 93
50 4 9
16 11 94
72 68 76
36 37 80
76 71 64
10 0 49
79 66 89
51 56 91
34 69 34
60 58 69
26 1 29
4 10 27
13 41 56
82 22 49
61 75 17
17 0 91
47 15 25
0 15 70
67 65 82
54 28 45
5 24 90
58 33 94
1 55 21
46 13 83
49 84 78
47 20 27
21 64 8
30 52 80
66 34 59
83 68 94
21 85 97
75 12 1
3 85 48
38 69 71
79 46 32
29 22 86
1 80 63
41 50 83
39 82 89
75 72 84
6 58 48
84 60 59
84 30 61
22 53 67
31 50 87
6 66 94
60 23 66
5 31 78
26 47 59
73 53 21
9 31 58
62 74 16
76 19 89
57 2 29
36 34 55
45 65 30
74 51 87
14 54 80
82 49 71
10 8 7
13 14 41
25 42 10
18 74 89
57 22 2
52 15 61
39 47 50
38 12 4
0 38 14
38 58 94
2 39 78
69 27 81
67 36 13
35 12 58
53 76 56
66 43 8
12 74 1
1 18 9
83 13 8
47 73 15
5 51 3
5 66 2
78 71 87
77 75 74
38 4 44
48 63 62
84 77 13
16 15 29
72 52 30
71 27 33
59 61 80
29 21 52
76 51 41
43 72 24
52 71 96
3 67 10
39 16 6
30 8 13
67 66 55
65 59 76
35 84 20
81 4 38
17 40 35
29 57 55
65 5 27
46 44 70
69 51 26
45 27 38
74 16 90
5 54 66
62 84 46
79 84 38
78 44 50
26 20 39
65 0 66
57 77 86
72 65 60
42 14 77
72 68 93
49 82 71
7 29 26
72 34 51
0 44 31
58 45 51
40 11 59
77 73 58
70 63 25
66 0 90
41 43 61
32 3 61
30 14 58
29 15 90
61 53 21
33 2 47
37 5 85
83 58 16
30 46 3
53 11 20
80 0 61
18 77 9
0 35 84
29 31 31
84 60 77
0 79 18
48 31 69
34 78 45
10 49 88
20 29 17
3 62 21
50 0 31
62 33 68
21 0 49
79 2 74
0 84 41
45 37 44
54 30 33
83 66 0
71 31 18
63 77 68
16 36 65
21 85 88
82 24 8
9 70 91
7 18 4
83 59 93
43 15 25
76 69 24
24 35 63
15 41 58
66 62 29
86 14 84
12 82 4
4 28 24
54 42 80
10 59 16
7 1 0
42 74 61
65 76 56
62 54 22
33 85 34
65 75 54
30 5 23
1 68 55
27 60 8
41 36 10
30 25 67
81 32 25
50 85 4
18 78 69
85 0 51
50 47 62
31 25 8
28 1 53
9 34 22
63 71 34
76 36 28
16 59 64
60 76 63
10 75 88
3 39 25
11 70 46
8 71 12
63 13 69
44 32 98
75 58 85
27 8 52
52 36 59
84 40 3
30 35 75
82 83 0
15 69 25
65 74 99
14 59 5
13 46 11
45 57 37
11 80 56
14 47 53
40 27 37
67 17 61
20 69 72
45 12 70
64 70 44
3 76 76
30 21 22
42 65 62
9 19 1
16 35 21
71 50 42
60 72 79
76 50 96
43 85 6
31 30 33
23 39 18
7 81 1
6 50 39
12 59 42
33 51 31
0 20 78
48 59 61
2 86 54
65 11 47
30 6 10
56 2 14
28 0 80
78 61 58
28 56 42
72 69 13
66 73 19
0 10 99
40 72 62
18 63 8
35 43 43
74 21 40
3 21 76
52 28 90
72 42 90
75 69 4
34 72 18
34 63 31
56 75 1
64 49 8
28 75 26
44 68 6
25 76 95
70 12 54
18 85 76
82 70 72
62 26 92
75 42 76
57 29 28
81 60 8
73 61 34
84 43 61
68 42 93
10 45 72
68 30 61
69 58 12
79 20 17
64 18 76
4 20 42
72 59 13
12 46 31
79 10 51
62 11 96
83 11 89
48 13 59
48 9 53
17 56 94
8 50 1
64 40 98
53 20 68
30 75 48
65 83 78
3 33 78
6 75 43
50 44 77
51 76 1
68 60 72
61 26 56
6 76 80
45 27 2
60 51 79
24 33 22
78 73 93
71 27 50
16 74 35
76 7 3
25 49 86
26 84 38
37 77 82
67 58 12
35 22 25
0 70 74
46 70 42
68 2 38
62 49 81
10 25 51
83 68 5
73 11 91
56 28 9
30 62 74
29 22 90
6 80 24
12 26 39
74 16 1
76 31 4
52 82 86
64 27 29
55 44 42
80 20 0
66 33 78
2 16 25
2 62 14
22 57 23
33 78 42
9 25 16
67 17 97
19 78 55
36 72 77
46 66 24
16 28 37
58 57 82
24 28 91
75 14 3
80 26 61
76 78 50
76 86 14
8 11 93
52 78 45
63 42 12
62 50 40
58 12 75
82 17 72
49 42 99
13 0 7
75 65 31
45 51 37
84 78 93
34 65 87
18 75 7
50 15 31
27 36 45
28 8 55
55 60 48
31 18 88
24 2 4
83 66 0
45 12 8
15 25 1
56 62 67
85 27 89
42 64 97
58 66 77
83 2 6
33 0 56
12 72 30
71 23 20
0 8 34
25 38 39
57 71 23
31 2 59
14 74 22
66 2 70
36 71 36
6 81 13
19 21 80
74 19 15
81 48 67
5 17 92
65 4 56
11 60 71
17 56 64
19 85 38
67 39 20
48 58 27
25 39 69
11 9 7
66 2 28
58 76 71
35 1 21
29 41 14
67 58 16
45 65 66
51 41 36
73 27 22
80 74 67
47 64 60
23 77 63
19 37 79
38 72 7
85 57 23
73 14 68
41 68 93
70 31 13
74 5 56
27 46 16
5 84 74
41 38 38
6 8 10
78 4 83
59 36 43
29 48 37
50 18 8
73 39 8
84 51 17
85 61 74
85 55 2
10 1 17
26 29 23
74 58 68
23 63 68
24 9 22
0 83 2
32 3 93
1 54 61
76 72 45
82 21 53
0 61 89
52 16 39
10 33 68
57 7 91
36 58 35
74 27 51
57 15 9
46 17 67
68 82 94
45 33 21
60 8 69
48 62 82
85 65 75
81 73 18
34 10 63
26 54 16
12 17 0
49 45 65
0 73 7
74 21 34
18 56 87
62 31 17
63 43 38
6 83 90
39 25 72
49 51 61
55 12 48
63 64 15
22 16 17
59 19 77
18 53 80
60 55 63
0 66 43
63 20 49
33 42 81
60 37 87
0 44 67
30 64 36
47 74 49
34 2 67
17 38 76
29 45 19
58 59 63
7 53 59
82 69 19
64 35 80
53 60 50
53 75 34
33 23 73
53 77 58
3 13 85
44 83 98
18 41 48
68 85 95
14 36 56
12 40 37
82 0 93
10 17 34
42 17 68
53 2 51
9 28 28
77 43 23
29 66 39
57 39 69
85 67 85
17 37 21
25 22 22
47 4 82
0 67 76
8 2 26
16 8 63
69 2 68
29 5 19
69 78 78
41 5 48
21 83 78
63 34 11
0 53 10
7 22 27
62 25 90
76 13 91
16 59 52
83 76 33
53 77 47
68 50 0
57 38 69
56 27 2
38 59 16
80 2 11
70 35 38
32 52 46
26 66 8
56 35 16
40 17 12
0 30 73
67 77 45
77 50 39
76 11 34
15 39 81
76 50 55
34 30 37
37 24 26
49 12 32
81 33 20
2 5 21
53 83 65
70 23 2
82 15 43
47 14 47
82 69 8
49 68 37
20 55 2
29 31 6
49 76 89
65 57 25
21 40 6
86 5 44
10 44 4
46 16 69
3 48 44
64 10 19
17 5 5
69 30 0
68 37 28
44 59 16
26 27 39
60 62 73
20 33 4
54 82 0
60 14 90
61 48 30
27 18 23
56 65 94
61 70 6
26 18 27
21 70 38
36 49 10
59 65 92
79 83 45
64 41 29
18 2 61
66 27 2
26 38 72
7 40 83
18 44 41
70 0 48
47 63 11
65 16 15
25 55 87
79 38 67
14 39 89
49 85 57
21 71 27
78 77 50
20 76 98
24 56 57
86 11 63
22 38 56
45 24 11
29 20 85
77 41 65
52 16 46
36 17 31
15 83 83
48 80 75
41 85 25
4 32 52
7 71 1
55 38 29
51 68 93
23 36 18
82 4 90
41 70 14
25 80 0
86 12 11
67 1 87
46 33 39
42 66 89
86 45 15
70 54 76
23 49 33
15 49 77
24 55 7
30 62 94
42 60 34
70 43 1
42 84 49
42 81 28
53 29 97
52 26 34
74 0 6
46 45 53
17 61 43
73 60 14
42 3 94
84 23 16
19 33 57
77 78 49
9 54 49
1 46 0
36 21 0
52 26 40
39 33 47
42 55 88
67 12 43
70 1 94
4 7 73
22 74 58
49 77 9
19 79 0
20 56 14
67 11 8
79 37 20
45 41 47
72 35 38
72 61 37
78 85 54
45 84 31
69 78 93
37 69 25
34 19 45
27 72 25
17 6 99
5 81 25
51 42 17
51 86 87
64 7 84
10 4 51
24 56 3
17 3 89
49 84 11
52 12 84
15 57 54
25 9 67
25 64 18
73 65 87
83 42 81
18 53 94
75 24 51
73 7 92
21 11 96
41 84 48
0 57 66
52 13 14
85 75 87
19 33 74
80 20 55
40 78 47
66 61 53
1 51 34
71 38 92
37 39 78
26 16 19
65 19 29
28 69 36
47 34 78
15 45 45
50 64 13
66 46 43
73 74 82
62 26 99
18 21 1
11 54 28
32 41 69
4 50 29
26 52 19
65 44 69
81 77 65
44 19 73
13 55 99
53 31 70
79 26 75
7 69 98
37 49 87
13 84 18
1 64 78
69 28 82
30 0 29
51 6 96
37 36 41
41 27 40
61 51 22
71 19 13
38 1 63
39 12 56
44 61 57
46 44 36
37 39 54
24 71 41
57 3 92
6 10 14
56 78 4
5 55 73
51 22 76
1 39 8
73 40 43
81 30 32
16 2 86
55 29 43
77 6 56
77 52 42
45 74 59
21 11 34
73 86 39
63 75 3
22 56 20
33 64 52
61 54 78
77 20 93
30 22 7
75 24 97
49 42 83
53 67 74
31 57 35
64 17 15
60 40 79
18 16 76
58 64 87
53 76 22
57 82 34
53 33 89
80 74 63
54 7 93
67 68 81
50 28 72
43 62 35
80 50 65
39 24 60
58 55 99
61 55 21
70 12 36
40 0 29
61 11 64
8 27 13
41 8 30
33 62 85
32 80 30
70 21 80
25 51 44
1 15 62
73 6 76
84 44 81
61 14 59
18 57 75
6 52 87
19 29 5
59 57 44
9 67 86
56 28 68
9 71 60
17 55 31
47 30 67
14 47 77
0 75 54
9 59 82
65 25 30
11 13 2
38 39 62
59 35 71
59 41 31
27 26 63
71 59 93
28 52 90
48 52 72
75 80 50
26 22 39
78 10 17
18 62 16
34 30 59
42 48 47
50 44 97
21 20 57
26 65 63
40 37 60
31 83 27
50 1 99
20 36 9
15 63 17
5 36 37
66 30 66
17 0 74
11 28 2
37 17 92
54 75 26
23 33 52
21 54 14
1 41 94
42 48 20
35 24 41
59 29 48
65 59 81
20 7 7
34 24 17
34 50 78
39 77 99
65 68 36
6 85 86
15 18 76
46 30 19
3 22 14
9 35 2
53 76 54
25 41 48
83 25 46
63 14 75
50 53 34
40 5 88
63 81 59
34 71 54
52 28 93
73 46 16
54 80 83
36 23 61
74 15 67
48 61 65
79 56 93
25 36 71
74 59 4
23 34 14
15 85 18
33 70 62
30 66 1
17 67 53
20 9 47
24 2 84
51 24 59
0 13 60
49 56 22
7 30 62
13 86 39
76 54 84
21 45 66
57 72 77
77 76 13
19 27 69
83 45 41
0 24 31
63 1 11
29 52 65
77 0 51
7 65 35
29 9 31
55 16 31
62 71 74
13 9 22
74 18 70
67 49 82
27 26 32
76 84 93
19 63 73
11 12 95
63 34 70
86 44 84
25 6 13
9 32 11
17 80 99
73 45 45
3 40 55
1 43 9
28 48 53
14 20 67
24 83 12
57 32 19
8 69 32
29 5 34
82 22 8
81 49 10
86 61 76
34 3 23
49 30 82
43 79 40
50 7 67
52 80 35
60 84 6
12 2 45
9 70 26
21 49 24
56 72 58
57 77 0
69 8 84
49 48 12
6 16 62
30 21 1
32 76 18
39 55 80
20 52 58
78 8 41
37 47 49
74 21 96
84 35 20
80 41 55
34 0 10
48 41 16
0 75 9
37 4 4
41 65 1
29 4 58
3 84 22
69 76 61
76 71 57
57 74 91
65 27 94
1 61 30
60 24 62
20 58 51
6 63 20
66 82 89
25 75 85
80 50 57
71 11 17
59 9 0
86 39 0
59 11 48
27 77 95
30 8 28
52 79 22
42 35 61
1 70 78
0 22 17
27 46 81
68 62 1
74 61 29
17 42 91
28 3 39
18 55 6
83 7 2
83 44 75
5 12 51
0 51 66
41 76 24
70 12 83
45 74 37
41 76 33
84 77 37
22 64 23
68 9 46
1 9 13
74 27 63
26 28 53
16 17 70
73 12 3
64 54 71
51 49 12
73 67 72
55 63 52
29 22 25
19 46 65
82 17 36
9 17 54
64 14 96
19 55 47
86 84 36
4 65 26
1 72 14
76 62 90
43 76 16
17 79 27
51 30 89
68 45 15
84 37 92
45 80 93
60 81 0
28 81 90
53 80 88
54 8 95
9 52 92
56 47 8
23 51 85
28 34 70
43 72 28
39 60 61
52 12 51
47 18 99
42 9 0
2 68 20
52 2 5
59 41 51
4 31 63
51 0 98
65 54 2
6 43 36
50 20 26
51 11 1
50 24 16
69 50 43
70 10 32
52 20 75
40 52 13
67 7 84
41 42 22
57 5 79
12 39 31
18 51 39
48 7 65
42 82 0
33 39 92
75 77 74
2 66 3
35 14 46
81 78 79
81 69 61
5 17 79
18 1 25
49 37 50
38 28 34
44 83 47
81 65 85
76 12 89
76 51 50
42 57 35
29 50 16
4 39 0
78 54 57
43 82 13
56 63 7
79 54 62
33 47 30
3 18 39
77 63 43
84 28 66
42 18 82
62 29 62
31 45 57
10 59 38
28 65 22
26 24 66
54 55 97
58 69 58
65 56 55
29 74 65
25 26 85
63 11 43
40 26 17
9 79 83
44 65 43
23 42 88
80 44 52
73 64 3
23 68 52
65 52 88
5 41 98
79 53 39
57 79 20
25 23 50
25 32 20
15 1 67
36 67 46
70 16 80
36 78 53
5 29 66
68 75 74
14 39 97
47 81 78
79 73 97
16 2 90
17 75 81
30 79 19
14 81 28
0 82 66
64 48 17
42 35 69
7 11 77
31 40 32
53 55 41
13 83 98
