100 2115
67 39 45
3 10 23
2 27 19
35 54 13
58 3 49
41 12 45
63 18 85
14 67 26
71 54 19
23 44 91
66 35 81
74 0 52
43 18 84
2 61 13
1 3 68
69 59 6
15 0 90
39 30 89
52 58 85
0 59 43
47 68 66
23 22 71
41 50 10
62 29 61
41 12 18
66 73 14
75 23 30
13 52 15
4 7 96
1 4 71
50 15 15
5 35 46
4 7 18
69 7 32
26 36 84
58 9 60
1 29 30
4 32 54
61 22 65
53 48 76
24 45 90
19 40 15
8 59 63
35 28 77
26 15 13
10 45 4
66 31 61
62 54 82
25 64 17
73 51 98
59 18 80
21 41 59
11 41 37
35 0 33
70 27 55
47 49 15
41 26 92
65 63 78
57 9 75
67 0 82
13 11 21
73 53 86
28 64 62
16 51 34
14 38 30
66 51 41
2 61 84
32 8 25
24 28 99
33 71 63
5 27 18
71 2 14
30 57 18
52 30 27
9 35 46
58 46 85
32 44 77
6 65 17
38 48 9
21 18 65
52 48 33
31 72 86
3 32 52
18 33 57
0 14 87
23 12 48
39 22 95
5 21 27
40 43 2
12 72 8
40 54 91
6 0 14
22 17 27
40 30 46
39 58 6
38 61 34
51 46 17
36 0 71
66 71 66
5 48 47
58 32 35
55 40 34
48 12 23
50 38 77
23 29 87
17 30 60
3 7 51
3 16 48
50 68 47
63 42 91
19 16 13
54 13 46
56 6 90
21 73 1
26 0 14
63 21 46
75 63 83
66 54 15
68 1 27
4 35 18
39 8 58
4 60 55
12 16 60
13 70 31
10 31 55
56 2 44
30 15 36
71 66 69
73 11 34
68 33 73
39 64 21
47 75 4
16 26 15
46 18 71
70 29 10
56 61 97
45 2 96
38 17 30
7 70 38
32 69 98
61 7 78
16 66 76
66 70 68
43 15 27
20 65 3
2 52 14
18 66 67
65 37 35
18 63 81
18 33 0
45 74 63
12 54 43
19 52 76
13 27 80
0 67 12
67 45 37
0 60 51
56 28 11
66 29 58
34 53 69
12 26 71
72 36 47
44 28 87
27 68 37
57 62 45
55 70 52
67 52 67
7 65 97
24 1 68
52 11 35
15 44 79
28 2 92
38 57 80
69 33 89
16 3 1
72 29 32
71 8 33
62 25 61
64 35 73
20 70 47
63 7 94
41 51 71
72 1 21
70 38 14
37 5 63
52 3 98
72 10 79
68 55 35
19 32 15
3 17 22
46 62 84
33 19 20
56 32 83
12 26 36
75 3 70
2 60 11
44 18 99
17 6 14
17 44 16
40 18 50
25 69 35
74 50 99
50 15 49
25 65 44
44 49 42
63 34 7
45 5 27
42 2 73
47 56 23
33 28 23
10 74 85
15 8 14
43 18 41
57 0 40
36 73 27
33 64 24
55 5 25
61 4 23
44 74 87
49 45 48
47 27 3
4 0 14
23 67 81
1 23 93
39 20 2
0 56 86
36 0 66
1 48 55
51 0 30
31 7 85
51 3 6
72 60 32
40 17 19
28 15 26
14 29 79
61 46 96
34 3 13
51 4 5
68 45 78
39 22 76
56 66 66
16 44 14
37 75 28
48 13 57
62 26 3
36 56 87
66 57 73
13 41 69
17 38 7
29 9 92
45 25 27
12 8 73
25 36 17
54 0 58
27 44 20
72 1 77
39 27 77
65 69 17
17 14 87
26 40 91
48 44 89
36 0 38
33 17 19
55 47 33
23 12 77
23 58 84
13 39 48
61 42 23
11 63 37
4 37 33
28 40 16
16 30 7
21 44 74
53 0 30
34 55 19
16 24 22
1 69 68
54 74 25
64 58 46
4 37 75
60 47 19
11 40 39
72 19 49
67 6 52
37 22 40
9 18 41
55 42 80
64 42 18
41 23 87
70 36 28
41 69 1
56 7 40
42 50 91
71 52 13
33 11 49
39 75 31
30 51 63
70 17 92
71 59 57
54 8 15
22 38 97
73 5 16
71 63 64
1 51 34
46 23 64
52 34 20
48 21 98
54 22 30
49 53 51
20 6 56
42 14 40
39 24 70
38 47 88
45 42 47
68 27 39
58 43 65
9 29 27
31 27 50
67 14 67
25 46 34
48 16 81
62 9 22
52 41 6
53 20 13
2 4 62
7 36 68
40 45 46
51 29 24
35 19 7
11 16 57
59 25 88
38 14 91
54 60 96
54 44 18
7 59 41
53 52 14
3 49 9
4 53 39
57 68 34
13 4 76
44 72 69
33 18 56
62 50 56
27 20 24
30 39 48
38 10 88
12 50 69
26 60 16
61 64 6
48 25 58
5 26 51
43 46 7
32 64 22
71 23 98
33 71 49
7 15 87
26 16 52
28 48 98
42 17 76
35 3 45
41 72 98
35 13 58
63 10 16
49 51 14
52 1 71
47 16 56
8 9 45
10 47 33
2 49 27
12 56 88
12 14 98
50 60 51
8 11 1
58 8 26
38 52 85
55 38 93
72 71 80
0 56 49
6 73 8
60 49 21
10 44 7
4 13 90
21 16 99
28 35 23
8 13 13
35 52 36
70 13 71
25 63 95
75 26 25
64 66 24
24 54 11
0 53 4
8 1 34
70 38 56
34 29 89
26 4 32
43 68 37
32 8 21
31 13 99
33 24 26
0 47 88
36 37 16
42 8 8
71 6 73
52 0 77
57 16 5
46 19 9
61 42 19
55 43 55
35 40 16
1 41 21
61 34 58
2 24 44
17 48 74
24 14 33
61 26 79
0 32 12
41 48 80
66 40 73
68 72 48
66 49 38
52 57 67
57 61 36
47 6 28
60 9 21
65 1 87
0 7 66
21 6 38
15 21 11
8 1 91
58 69 81
61 18 86
29 60 46
36 60 74
28 23 25
33 21 5
60 62 51
38 13 99
20 61 69
39 51 84
39 60 45
69 60 51
25 65 84
4 1 76
30 21 98
31 50 80
67 39 37
46 7 46
73 47 21
54 60 68
4 38 44
47 0 21
17 68 0
19 0 13
56 70 52
28 17 60
65 0 74
38 58 33
24 35 12
69 46 34
46 72 56
31 65 8
61 71 85
69 59 77
31 65 60
22 39 59
74 1 84
30 13 83
72 1 2
54 34 61
1 46 10
72 53 65
12 3 57
60 14 98
62 9 15
22 16 97
61 31 12
53 58 24
68 49 51
19 35 81
18 42 67
4 54 44
33 59 29
26 72 94
38 5 11
66 73 12
61 43 56
47 59 2
55 8 5
40 64 79
73 42 74
53 59 37
70 72 0
7 8 76
27 1 96
51 23 44
23 49 5
67 33 54
23 39 85
25 3 70
10 12 79
13 68 71
20 69 24
36 22 41
37 10 46
3 43 35
39 36 98
14 6 94
44 50 49
1 28 0
59 58 38
41 34 76
29 57 3
4 37 0
75 4 70
8 44 76
10 18 67
33 34 84
1 7 90
63 46 28
66 52 26
69 35 59
35 40 43
32 45 76
57 19 60
19 47 97
9 69 24
9 27 25
7 69 24
36 66 33
73 58 23
38 67 49
15 72 13
10 44 75
55 51 2
40 60 47
62 45 84
0 70 31
8 22 42
22 60 10
39 35 92
42 7 89
34 40 32
11 15 70
74 35 29
53 64 8
41 7 99
63 59 95
3 56 80
71 27 7
36 72 84
65 32 23
38 56 86
73 11 88
21 17 72
46 60 41
25 3 55
6 13 36
21 70 40
0 49 41
54 8 44
64 66 84
24 17 91
20 75 83
34 29 74
55 57 22
9 65 4
7 61 57
19 56 34
25 44 28
11 51 55
24 40 33
44 31 26
29 20 77
57 4 68
0 27 87
58 59 57
60 38 62
48 51 79
27 70 4
72 3 40
70 22 12
36 23 82
43 47 26
67 23 28
59 62 24
16 69 12
23 15 82
14 19 60
21 59 41
46 36 78
45 62 49
75 68 44
14 25 94
10 57 97
13 33 27
42 45 72
74 53 76
14 59 77
58 32 70
16 9 4
51 13 98
57 5 13
32 8 73
16 38 45
14 55 9
55 14 68
32 12 10
18 35 24
15 6 20
41 15 71
68 18 30
62 43 66
1 10 51
69 70 12
47 45 56
55 69 49
19 15 88
39 28 7
24 5 9
57 32 67
11 70 30
47 33 28
67 53 90
8 18 34
36 24 99
37 68 22
22 41 22
35 57 3
24 52 19
11 31 23
34 69 63
38 47 95
61 56 83
2 59 20
22 43 67
41 16 43
73 12 31
62 23 97
16 22 92
65 51 12
12 43 18
52 30 19
15 70 76
36 57 24
45 51 64
48 59 29
37 52 96
37 42 57
50 16 76
32 29 93
69 50 32
6 41 64
61 44 9
0 60 7
39 28 12
71 7 45
28 71 26
7 4 12
5 64 62
4 61 82
37 74 49
23 20 23
10 48 96
39 26 66
47 2 60
30 75 13
45 71 30
12 16 41
49 31 5
13 25 74
51 24 56
30 39 86
18 22 77
53 22 39
2 59 42
72 33 9
18 41 96
72 66 3
6 34 53
49 62 42
22 46 7
26 53 51
59 55 95
56 51 47
19 7 64
46 38 98
21 54 46
23 62 86
66 17 68
41 38 13
23 69 53
75 8 91
53 11 80
10 59 52
67 25 76
37 2 41
45 43 4
28 27 39
51 72 99
60 3 75
68 0 37
53 43 9
42 24 44
67 47 80
74 19 29
20 17 67
54 11 41
31 14 32
16 40 25
62 57 31
25 64 48
15 52 90
50 28 93
56 5 28
28 36 64
0 41 15
53 30 5
33 45 55
8 22 74
44 62 88
68 51 97
68 73 0
64 5 67
69 2 68
12 48 67
61 50 47
12 47 53
10 15 57
48 46 9
38 56 69
63 10 65
31 20 38
68 16 45
4 18 88
24 36 14
48 63 85
70 25 69
64 0 35
71 53 20
57 49 95
55 29 48
73 74 96
3 70 16
55 62 21
39 55 11
72 66 55
74 31 61
25 8 18
43 69 51
40 28 46
24 33 6
54 53 23
36 53 55
34 30 5
41 51 30
57 40 63
17 11 98
44 55 24
14 40 25
16 45 13
7 48 99
2 41 61
17 18 96
54 12 16
50 34 4
70 75 99
54 19 23
23 2 13
33 5 87
51 48 42
2 19 61
9 44 98
42 25 57
60 8 8
72 63 77
7 14 75
43 73 92
55 50 67
34 45 93
4 34 96
1 21 31
35 29 66
56 15 21
5 4 81
62 1 47
22 4 72
71 56 88
65 58 21
54 20 61
41 11 96
50 41 14
44 54 75
56 23 81
8 42 57
72 8 33
46 5 86
22 45 10
3 75 79
64 35 97
32 2 83
31 19 47
53 41 33
13 47 95
31 64 42
45 29 63
71 8 91
30 27 58
11 41 33
75 42 97
46 69 37
33 37 5
72 65 61
48 69 46
58 18 18
9 44 26
64 15 20
63 65 97
11 69 38
14 60 17
34 26 36
20 35 54
17 15 35
7 52 8
32 27 26
48 4 59
19 73 99
70 25 19
15 71 79
16 38 80
38 4 48
23 61 3
8 26 61
26 68 37
11 50 77
31 34 57
22 39 11
21 62 26
48 27 57
60 41 73
34 43 25
49 39 31
0 14 10
31 35 12
64 69 6
48 14 46
74 34 35
33 67 52
49 62 60
4 27 99
37 5 60
7 47 34
75 67 78
57 66 23
17 36 22
29 72 67
65 45 38
42 7 25
47 0 59
19 16 53
22 73 39
12 66 21
58 34 16
39 54 64
8 20 50
39 23 50
62 59 51
22 14 61
35 34 44
26 41 63
46 14 81
6 65 78
17 15 64
30 19 42
21 14 60
16 17 24
61 63 83
72 15 23
74 48 46
32 46 14
19 71 77
36 32 69
50 31 48
3 7 60
31 9 59
65 19 92
24 38 65
71 1 63
2 15 14
28 33 92
21 65 60
8 38 72
3 60 10
5 28 85
4 56 84
47 36 0
39 10 70
45 52 19
56 13 5
75 64 53
50 75 9
67 33 9
53 11 3
7 33 38
54 12 89
35 22 21
10 37 49
71 30 87
35 75 31
30 51 23
13 46 2
70 58 4
6 35 84
72 26 8
22 8 21
26 39 99
36 6 8
56 14 42
13 3 55
14 40 2
37 43 57
54 39 74
2 13 51
26 51 24
52 67 99
54 65 98
39 48 86
45 7 96
57 53 46
45 28 73
37 73 53
75 13 33
10 38 48
2 28 94
51 9 29
63 58 74
67 52 36
6 43 23
13 3 53
59 17 57
13 7 44
50 49 7
9 67 87
31 52 43
22 6 43
38 40 80
4 10 21
43 18 2
48 36 47
35 0 56
71 19 31
13 11 34
71 12 51
9 45 76
69 23 68
36 28 59
62 7 29
39 41 41
2 31 53
51 65 41
14 24 16
28 6 79
39 13 41
4 25 22
61 18 49
28 57 35
53 4 90
4 33 81
54 21 59
13 57 77
51 16 17
3 51 24
1 19 84
27 2 24
35 39 27
0 10 28
63 55 19
34 5 46
44 72 76
55 34 48
37 57 81
66 43 29
28 21 65
4 34 43
70 45 28
70 26 79
57 39 41
36 25 72
19 38 42
63 43 31
30 29 40
64 22 37
54 66 91
17 21 40
60 75 10
41 40 37
71 11 78
67 64 98
39 47 79
67 31 31
4 1 36
19 16 61
40 22 16
70 73 3
11 7 40
29 36 18
12 3 85
55 53 11
2 45 42
49 54 10
55 0 49
21 3 34
27 33 25
49 20 33
42 63 25
50 69 94
46 38 95
37 66 19
26 42 45
25 5 84
56 58 65
42 68 43
3 19 73
31 11 5
14 67 57
50 3 33
18 33 51
7 62 14
63 12 85
21 71 91
60 35 81
36 7 56
56 7 81
1 71 72
56 68 22
32 26 6
70 39 17
40 63 39
39 42 7
38 54 43
42 29 60
31 48 83
67 56 89
57 44 80
41 51 37
0 53 37
49 22 30
32 4 29
42 0 29
53 28 56
29 46 33
56 40 19
49 64 78
4 47 73
29 17 19
57 66 82
50 56 19
47 15 10
44 53 96
28 10 12
39 6 21
56 24 64
73 71 26
6 5 45
55 15 42
2 36 17
68 38 64
50 44 91
16 46 77
24 33 61
58 2 95
38 64 90
56 65 14
31 69 42
66 54 43
63 42 77
41 0 0
43 13 75
15 41 38
34 40 65
14 70 61
31 74 29
0 64 27
56 28 98
56 46 85
57 1 67
46 65 14
65 14 72
8 44 85
28 26 66
70 30 94
72 63 45
70 34 50
3 75 2
37 11 91
25 24 44
45 17 3
65 10 86
75 34 59
4 63 72
69 22 41
33 75 55
15 55 74
35 55 47
23 32 42
50 47 18
52 60 12
8 2 49
48 3 34
49 33 54
12 35 96
67 51 3
72 64 18
58 40 57
8 71 89
75 65 95
53 41 76
61 58 32
65 35 87
26 63 70
3 12 50
1 39 16
61 46 84
43 65 53
45 27 87
46 29 76
73 15 86
55 58 96
8 55 5
48 25 10
35 41 5
17 32 11
55 56 57
54 50 9
8 11 10
3 47 98
19 7 34
37 33 86
7 24 7
26 19 32
65 44 35
70 44 47
54 67 61
36 6 62
7 73 87
71 75 4
19 30 45
60 40 19
48 35 29
61 27 69
20 16 55
44 37 90
54 13 79
67 22 74
71 18 55
71 14 4
55 72 97
6 36 48
69 63 28
65 33 7
60 15 87
57 55 2
23 12 47
68 47 93
22 24 68
24 38 94
10 36 3
13 35 51
47 31 74
66 56 32
24 67 38
72 16 57
48 15 71
41 33 96
43 35 40
37 9 7
49 75 35
66 67 90
35 48 66
21 30 60
58 24 24
29 26 66
49 5 72
1 35 92
58 40 98
50 69 70
48 7 14
32 21 11
71 55 10
5 53 14
10 52 61
35 32 39
7 43 97
25 50 25
13 41 10
74 34 86
53 7 29
16 2 69
50 56 69
4 9 40
1 74 51
51 7 28
10 19 81
13 24 20
75 53 74
63 68 19
13 63 72
6 73 60
71 42 21
21 8 94
45 42 76
0 43 27
58 6 29
28 73 64
12 49 0
3 10 6
10 9 78
29 41 42
9 0 42
43 28 43
59 61 29
10 6 30
0 4 90
33 74 88
27 56 31
49 27 31
68 29 88
43 11 10
42 53 80
25 1 50
63 33 96
56 62 77
61 7 17
45 57 41
25 7 48
27 23 2
46 18 44
20 29 87
30 6 63
16 26 60
73 43 98
6 26 44
51 22 93
54 59 16
26 7 8
39 3 83
37 17 20
0 63 41
14 32 72
61 64 58
0 29 89
22 12 36
69 12 48
58 19 9
2 57 12
70 45 14
13 74 21
43 1 27
51 22 6
45 17 7
14 19 1
7 69 15
14 23 45
20 69 9
63 6 50
58 65 27
27 32 82
18 34 51
53 25 50
23 46 59
41 4 91
16 37 55
7 21 84
73 13 77
19 7 60
11 50 20
60 29 66
59 25 9
9 4 76
22 32 14
5 59 7
49 52 76
64 57 41
50 62 75
19 6 53
43 42 62
19 20 93
21 35 5
18 20 67
44 65 57
75 5 48
59 44 73
33 20 71
4 55 9
63 18 98
0 75 98
22 72 46
17 67 65
73 30 70
11 53 35
70 46 33
8 58 84
60 55 91
51 45 9
74 29 77
33 70 82
6 31 76
5 52 55
24 40 20
59 45 78
14 71 38
14 25 61
72 74 23
53 0 18
71 48 97
75 34 4
7 53 76
71 19 77
32 2 39
3 61 96
74 16 72
50 25 56
72 50 73
61 52 3
2 40 71
56 25 52
3 7 85
20 0 62
16 56 64
42 16 21
15 61 74
47 37 90
23 9 60
59 62 49
5 67 51
57 51 34
21 74 59
34 36 19
75 23 66
10 70 12
39 59 18
29 4 70
39 53 52
40 23 13
51 45 0
26 28 38
18 45 90
2 56 9
40 55 83
11 66 10
32 22 0
15 22 13
61 44 99
2 69 49
69 4 71
15 62 45
62 14 17
54 44 56
56 21 37
59 71 10
31 18 34
50 51 20
72 4 60
35 52 1
20 61 8
68 10 29
6 19 79
9 43 69
74 48 52
53 68 31
3 48 94
12 2 95
64 59 11
28 58 81
23 74 74
19 74 96
37 33 62
4 1 76
20 70 69
29 68 69
23 40 99
16 30 66
6 21 43
71 43 94
10 19 1
6 11 64
2 13 16
65 68 96
38 47 72
64 72 21
55 17 47
5 8 90
72 22 99
56 52 89
64 1 9
69 3 12
47 35 53
14 66 90
65 39 88
4 8 80
19 75 6
21 64 63
41 68 31
17 41 96
35 60 47
7 75 51
60 59 94
64 69 57
64 37 77
30 2 54
71 73 55
34 61 1
6 61 90
72 20 99
56 30 92
4 19 29
58 25 87
49 21 8
68 64 25
28 67 67
47 22 49
28 56 60
0 10 2
16 64 66
7 52 95
68 23 66
28 10 81
23 19 1
26 75 2
59 22 44
28 68 73
62 70 9
69 47 11
66 30 35
62 52 63
12 19 0
41 17 19
63 30 85
57 24 34
59 57 91
62 37 45
56 7 61
11 68 39
24 61 79
3 42 4
44 40 47
20 69 92
50 67 52
13 3 1
32 2 78
55 40 74
62 67 19
5 56 19
0 21 87
52 48 78
10 43 10
75 45 70
43 21 64
56 45 64
68 30 90
32 44 71
57 29 33
53 17 2
54 14 10
16 12 50
65 25 38
1 60 88
17 73 99
68 27 30
37 8 94
26 51 14
24 73 52
12 33 94
14 60 28
21 25 60
35 71 91
34 23 64
60 2 37
20 11 30
68 6 33
39 7 71
74 50 82
42 10 46
25 5 39
14 13 3
50 71 88
53 52 35
12 74 14
75 16 93
41 38 99
0 9 44
38 39 62
55 9 62
40 30 71
47 20 29
44 61 28
67 46 62
54 17 63
72 59 49
69 35 11
42 9 7
45 46 79
34 28 74
58 38 70
53 8 70
42 9 76
65 7 99
15 29 47
19 63 21
21 11 91
58 35 93
74 8 59
61 56 14
47 50 71
43 60 15
16 28 5
16 59 34
42 56 57
50 29 91
26 14 52
37 52 3
73 22 24
37 64 45
35 58 3
0 44 39
60 10 49
34 27 19
43 20 38
65 19 95
36 60 55
63 14 56
35 31 85
44 50 53
73 3 45
14 49 24
38 31 37
19 5 4
5 17 8
11 5 5
18 14 51
72 67 55
3 49 86
0 62 95
0 31 57
59 8 77
42 46 9
71 51 99
68 34 35
35 15 54
17 66 56
18 30 85
70 28 95
25 55 72
25 24 69
16 58 53
54 70 33
15 32 10
30 13 71
0 47 48
36 38 95
46 50 70
74 43 47
22 26 83
28 54 29
2 42 63
15 20 26
63 55 50
44 8 34
35 49 78
40 44 70
38 35 21
57 4 86
40 39 78
20 65 31
5 18 9
3 9 59
25 41 11
71 3 17
11 42 55
2 36 19
51 46 86
69 61 28
35 27 22
49 31 12
60 75 59
25 46 43
6 72 0
73 29 97
22 62 28
68 14 70
38 26 46
64 28 69
0 15 83
68 24 54
26 8 4
64 63 50
36 43 17
60 21 4
47 74 0
12 1 34
16 61 76
49 48 63
49 67 75
70 64 33
55 14 67
42 49 83
32 19 19
19 50 16
0 44 56
53 40 15
54 34 68
67 19 99
5 40 0
27 14 17
1 43 17
73 29 27
31 18 24
66 63 50
34 65 16
27 36 63
30 18 6
26 4 45
41 12 69
67 30 72
9 73 16
5 20 94
16 12 41
11 66 67
9 45 45
41 38 84
71 54 91
6 70 95
62 42 15
17 25 63
74 36 32
1 16 20
35 62 21
47 0 5
46 9 4
7 6 9
30 12 61
21 14 95
18 21 39
26 45 45
0 61 86
29 46 20
69 19 7
20 4 9
12 75 35
60 56 46
25 41 32
5 74 6
63 72 13
64 51 57
36 68 67
20 38 53
32 12 71
7 67 97
68 54 88
32 67 89
41 44 4
0 35 45
10 25 74
54 7 0
49 43 14
71 8 82
71 34 54
64 2 11
31 1 22
2 38 21
13 35 32
37 12 32
0 46 77
26 56 45
65 9 35
32 9 6
37 1 72
29 71 33
18 71 23
63 25 48
4 55 53
54 52 18
59 12 95
74 15 10
60 8 86
67 31 45
23 39 13
1 58 22
53 17 83
64 40 85
10 46 71
39 67 23
42 51 93
67 32 0
56 61 71
44 47 53
41 44 34
5 17 91
45 69 42
18 65 57
9 20 48
63 23 80
31 14 56
8 65 87
31 72 96
58 67 88
48 33 43
31 8 17
20 35 96
62 51 98
57 6 54
7 12 10
47 21 77
33 64 8
12 30 63
46 11 37
22 34 88
49 28 69
51 37 18
17 35 41
44 55 21
72 31 36
61 40 25
60 49 71
49 60 14
5 69 67
5 27 27
56 68 90
7 62 73
48 55 84
59 29 8
16 66 54
17 27 84
30 67 29
27 37 40
55 61 84
5 41 51
55 50 74
27 33 69
70 36 99
8 61 76
12 40 29
56 29 35
62 52 2
69 10 67
9 7 34
0 63 51
14 23 53
64 53 53
16 65 74
54 13 8
15 45 37
57 23 23
72 54 71
10 57 21
65 17 70
60 1 69
58 18 73
50 10 4
25 32 52
33 64 13
39 35 19
19 71 68
16 8 72
72 43 10
67 50 56
58 61 87
40 41 72
22 40 93
46 38 81
33 63 90
20 68 85
65 33 63
60 14 81
64 39 13
67 64 35
17 44 97
18 10 72
7 13 50
3 43 35
26 39 56
47 50 96
39 25 8
10 19 72
55 20 58
58 9 60
61 71 20
23 63 12
59 11 39
11 22 35
66 5 75
5 40 59
37 28 28
14 23 2
39 34 47
41 46 25
45 54 72
26 70 46
57 69 58
33 42 86
14 5 83
3 44 93
27 14 44
15 60 72
3 68 34
4 31 98
18 60 3
20 47 22
59 22 93
62 15 32
10 28 64
30 6 54
23 50 68
49 23 62
56 45 51
48 72 82
1 4 54
1 70 9
19 52 9
72 30 19
40 62 56
28 21 13
64 2 71
15 21 54
6 72 43
11 68 73
3 48 55
50 58 8
7 16 85
62 17 99
68 43 26
68 28 94
34 63 64
42 14 10
68 39 21
45 25 35
2 45 29
19 28 78
23 25 98
66 34 24
72 11 91
27 67 42
22 70 67
22 56 56
41 9 91
11 2 38
68 60 47
35 34 67
51 31 40
44 24 29
7 72 86
43 75 71
57 10 84
4 50 27
37 50 53
34 50 90
26 59 31
50 73 93
25 10 16
67 58 96
9 17 3
21 49 66
45 19 39
49 46 23
61 32 88
10 69 40
13 10 63
40 1 8
3 60 87
6 54 93
20 27 9
16 63 78
40 49 50
49 70 60
46 18 14
31 53 16
8 49 32
17 70 74
33 47 52
75 27 70
28 42 33
21 26 17
74 29 5
0 17 74
31 0 34
56 38 26
21 7 64
62 43 35
13 38 53
1 30 98
44 42 98
22 27 18
8 14 14
60 14 10
35 60 85
3 41 88
3 11 5
75 44 77
2 5 71
36 61 12
31 14 45
47 28 64
6 14 34
65 1 25
37 36 84
46 2 52
18 23 8
61 64 75
32 30 91
48 35 75
53 0 94
12 36 10
5 39 48
34 45 17
24 14 98
23 11 24
8 67 47
6 14 84
65 0 62
13 59 48
48 12 64
36 53 60
30 29 52
37 2 46
18 12 80
75 43 32
25 32 25
19 55 86
32 23 56
28 19 28
39 48 63
2 1 60
17 1 24
40 67 89
66 23 40
13 9 58
48 8 54
22 57 66
48 57 63
25 67 47
31 51 83
43 55 49
3 69 94
46 62 76
19 35 78
4 47 79
12 74 65
18 19 65
50 20 16
46 71 43
72 60 55
26 10 45
73 72 84
17 30 29
37 19 35
26 56 43
64 0 28
64 5 47
53 11 30
4 67 9
35 8 73
41 17 86
36 2 97
68 55 12
34 57 8
27 45 2
9 2 61
3 45 70
1 43 94
34 52 72
68 75 20
73 39 68
39 49 22
23 34 72
75 0 23
70 8 52
62 16 1
54 56 48
20 6 21
25 43 15
69 35 43
35 33 13
22 70 32
0 35 95
25 74 79
32 12 80
44 9 0
8 23 8
71 32 47
72 58 75
65 75 29
17 61 4
25 6 91
52 8 91
67 73 23
50 26 9
27 65 77
71 37 74
37 59 66
62 23 81
24 18 59
50 37 45
15 29 91
6 67 43
11 5 24
9 36 9
46 63 42
70 44 88
35 39 24
38 65 82
49 27 49
68 50 94
72 24 90
15 21 16
13 22 2
63 75 81
44 3 64
31 67 0
40 15 18
11 43 74
67 36 23
18 44 67
21 17 81
59 34 72
57 71 22
5 56 61
62 35 74
72 2 77
9 50 46
74 62 96
2 24 69
6 65 78
70 26 39
40 60 27
12 63 1
48 9 15
53 60 18
43 24 50
65 51 91
34 33 63
55 49 55
19 25 87
67 59 73
15 9 70
14 5 81
24 4 3
17 1 65
9 42 16
18 56 5
29 65 22
54 56 33
56 70 40
46 40 63
43 27 14
69 38 26
55 67 89
49 34 56
18 24 44
58 20 48
62 75 20
72 12 8
51 15 64
71 42 92
13 57 39
42 52 84
41 52 62
11 52 90
60 28 70
2 36 35
26 45 92
57 20 86
45 36 77
10 65 94
45 31 82
30 27 55
23 42 82
32 58 67
39 45 42
71 54 12
53 5 49
55 50 12
63 22 56
21 11 90
36 12 42
32 34 77
39 61 21
47 30 35
42 71 7
62 51 41
29 49 11
19 0 80
72 71 1
2 32 63
3 23 23
69 42 18
27 63 94
73 60 83
64 39 14
72 15 6
67 8 85
26 38 18
73 19 66
32 57 39
1 34 72
52 8 0
45 25 16
11 4 15
47 16 99
60 13 98
42 4 94
46 60 1
57 4 89
41 4 21
60 74 83
16 22 62
75 50 18
28 31 7
64 75 25
26 21 46
31 49 40
46 42 63
59 25 13
31 18 44
47 38 73
32 22 96
53 5 40
8 16 43
52 30 10
26 71 75
49 65 37
17 73 27
22 8 33
27 5 88
18 23 44
28 33 25
47 32 33
9 48 60
19 17 48
38 34 90
51 7 7
29 30 25
13 0 94
52 30 27
54 15 14
58 5 34
6 40 78
71 17 98
61 54 71
35 7 62
7 69 38
25 59 9
31 55 55
15 34 88
71 65 79
68 14 58
24 29 35
30 8 47
33 40 60
73 53 8
17 10 26
5 29 98
74 47 65
61 1 69
7 39 32
45 63 41
37 51 80
48 46 64
69 33 28
74 37 36
67 36 24
27 29 38
44 47 39
55 53 81
55 13 25
58 28 4
28 56 33
16 11 34
26 35 80
28 45 33
74 8 60
34 59 78
46 27 45
62 29 47
65 43 60
65 27 68
31 50 66
72 52 97
63 60 68
36 46 84
3 42 41
42 0 26
71 54 57
15 32 23
68 74 10
45 24 61
24 34 51
22 3 90
40 59 38
28 54 3
4 42 70
62 37 69
58 62 77
59 53 30
3 71 20
56 37 11
1 33 67
5 26 85
53 52 79
64 4 95
6 36 77
42 47 68
1 5 43
44 1 59
39 58 85
39 30 35
36 45 5
29 3 20
63 38 72
4 8 33
39 53 19
23 35 56
31 26 16
0 59 50
28 39 57
22 64 24
71 74 27
69 52 83
33 52 24
14 29 82
70 30 74
6 12 18
18 12 51
41 32 3
46 30 72
27 14 24
61 49 76
63 32 49
11 62 4
33 4 20
37 12 4
17 53 14
5 38 34
40 6 77
63 20 33
48 70 54
2 21 11
14 70 47
51 13 33
20 63 22
34 14 88
2 53 59
20 57 22
51 50 13
6 49 52
75 7 99
8 44 36
46 50 69
5 66 57
71 69 98
30 46 23
67 41 45
73 23 79
27 31 65
33 50 81
60 2 10
40 61 80
32 54 22
33 12 98
36 2 24
34 70 97
4 73 64
27 72 1
43 24 45
73 4 79
68 13 18
51 48 58
50 32 43
66 49 93
30 6 6
53 10 63
49 64 70
13 1 47
73 53 31
17 60 16
7 8 58
43 15 78
51 36 19
4 56 62
11 6 80
2 14 60
1 74 49
18 47 14
73 19 66
29 71 65
75 30 92
29 8 93
65 32 77
21 73 40
56 27 90
20 26 33
14 4 27
10 6 9
39 68 86
16 3 76
60 51 84
44 40 19
4 34 33
51 73 40
26 14 31
9 23 75
58 56 99
10 45 81
7 51 8
17 40 32
68 66 67
4 13 8
2 35 37
2 8 17
67 38 82
10 63 40
53 47 13
58 75 29
70 17 93
74 0 59
71 73 33
58 60 80
11 33 74
29 55 6
74 50 55
57 65 73
43 71 54
24 34 67
